Date,MSCI AC World,MSCI World,MSCI EM,MSCI EM Asia,MSCI EM EMEA,MSCI EM EE,MSCI LATAM,MSCI US,MSCI Europe,MSCI EMU
2004-01-01,348.44,2919.442,657.752,276.859,185.443,123.78,1834.549,3337.41,4042.325,164.174
2004-01-02,349.305,2924.623,669.176,281.807,188.785,124.397,1862.127,3328.3,4077.092,166.114
2004-01-05,354.164,2963.601,686.583,285.845,195.391,129.617,1948.688,3369.258,4125.04,168.002
2004-01-06,354.908,2970.553,684.602,284.869,193.907,130.832,1958.754,3373.055,4148.125,168.873
2004-01-07,354.204,2964.72,682.965,285.019,192.885,130.63,1946.043,3381.027,4110.808,167.126
2004-01-08,356.643,2985.491,685.958,287.645,191.319,129.46,1961.978,3398.308,4161.855,169.692
2004-01-09,356.015,2978.022,695.186,293.841,191.902,130.926,1971.87,3368.573,4179.771,170.283
2004-01-12,356.395,2981.586,694.129,293.708,189.972,130.38,1985.712,3385.09,4160.229,169.357
2004-01-13,355.332,2972.06,695.022,292.72,192.421,129.906,1983.546,3366.125,4162.889,169.425
2004-01-14,356.848,2986.479,689.773,292.512,189.282,129.442,1954.032,3393.964,4167.344,169.809
2004-01-15,355.705,2978.14,681.782,290.11,185.599,127.689,1933.399,3398.193,4141.919,169.32
2004-01-16,356.66,2986.355,682.59,289.793,186.708,127.948,1935.848,3422.523,4116.373,168.09
2004-01-19,357.162,2989.59,688.114,293.254,187.318,128.635,1942.876,3422.523,4120.006,168.711
2004-01-20,358.688,3001.515,695.075,294.713,190.517,130.358,1972.957,3419.461,4162.912,170.15
2004-01-21,361.065,3022.879,692.725,294.699,189.472,130.662,1953.261,3446.439,4201.484,171.673
2004-01-22,361.461,3026.299,692.989,293.816,191.276,132.442,1948.755,3435.323,4229.973,173.515
2004-01-23,360.919,3020.823,696.354,295.343,192.369,134.1,1954.034,3427.962,4214.593,173.259
2004-01-26,361.681,3026.916,699.184,295.449,193.025,132.761,1984.458,3469.75,4162.478,170.774
2004-01-27,360.386,3015.017,701.685,297.797,192.448,132.393,1985.032,3434.644,4183.801,172.141
2004-01-28,357.675,2992.035,697.824,296.464,192.645,131.321,1950.541,3388.73,4198.176,172.287
2004-01-29,354.977,2971.387,683.517,292.658,189.855,131.127,1851.083,3405.892,4094.835,167.475
2004-01-30,354.398,2966.932,680.556,291.021,189.099,129.769,1849.092,3397.874,4089.993,167.045
2004-02-02,355.469,2976.468,679.948,289.372,189.792,129.738,1861.583,3409.148,4103.387,168.05
2004-02-03,356.174,2982.494,680.727,286.979,192.087,130.502,1885.905,3410.485,4132.295,168.796
2004-02-04,353.132,2956.28,678.375,285.9,191.795,131.425,1875.774,3382.246,4108.591,167.206
2004-02-05,354.023,2964.739,675.397,287.012,190.471,131.095,1829.534,3386.855,4129.403,168.215
2004-02-06,358.387,3001.031,684.902,291.4,191.232,130.238,1875.833,3429.677,4187.963,170.61
2004-02-09,359.295,3006.486,696.769,297.842,193.632,132.475,1894.894,3421.183,4229.201,172.167
2004-02-10,360.549,3017.181,698.252,297.846,194.712,132.415,1901.397,3438.729,4236.918,172.934
2004-02-11,362.825,3036.167,702.924,299.459,194.549,132.76,1942.076,3476.24,4239.337,173.249
2004-02-12,363.603,3041.381,710.535,299.984,199.866,135.628,1969.124,3459.416,4283.1,175.619
2004-02-13,362.525,3031.001,714.836,302.951,201.648,136.216,1951.143,3440.648,4262.397,173.498
2004-02-16,362.861,3034.07,714.282,303.488,200.656,136.136,1946.853,3440.648,4272.785,174.263
2004-02-17,366.372,3063.577,720.458,305.146,202.971,137.369,1973.764,3472.934,4323.947,175.894
2004-02-18,365.327,3054.563,719.722,305.326,202.868,137.397,1960.957,3457.563,4326.53,176.294
2004-02-19,364.185,3045.999,712.832,303.684,201.135,136.008,1914.972,3442.123,4332.694,175.991
2004-02-20,361.35,3022.056,708.364,302.753,198.963,136.639,1897.449,3433.529,4271.916,172.93
2004-02-23,361.177,3021.207,705.246,300.129,199.004,136.382,1900.576,3424.02,4272.803,172.974
2004-02-24,360.201,3013.546,700.975,297.303,198.171,135.122,1902.872,3418.876,4267.171,172.144
2004-02-25,360.233,3013.661,701.748,296.659,199.299,136.78,1910.515,3433.862,4246.47,170.762
2004-02-26,359.874,3009.978,704.231,298.053,199.83,138.469,1913.228,3439.464,4211.029,169.538
2004-02-27,360.938,3017.675,711.95,301.859,201.079,140.232,1937.32,3439.102,4210.342,170.241
2004-03-01,365.221,3052.88,723.217,304.465,204.893,143.3,2000.29,3471.01,4262.137,171.828
2004-03-02,363.337,3035.319,727.956,308.11,206.026,143.222,1984.96,3450.674,4236.683,171.35
2004-03-03,361.474,3020.819,719.269,305.408,201.158,140.156,1977.162,3457.301,4168.772,168.24
2004-03-04,363.14,3034.482,723.809,308.594,201.454,141.501,1979.622,3468.516,4208.252,170.191
2004-03-05,365.822,3057.108,728.141,307.564,206.383,144.215,1992.983,3474.803,4272.287,173.215
2004-03-08,363.64,3038.468,725.677,306.312,206.871,145.414,1973.29,3445.767,4266.587,173.098
2004-03-09,362.224,3026.368,724.124,305.205,207.16,147.029,1967.249,3425.911,4240.552,171.868
2004-03-10,356.793,2981.516,710.831,300.064,203.652,144.389,1918.141,3376.531,4171.34,169.025
2004-03-11,350.826,2931.334,700.398,297.698,199.727,142.152,1864.519,3326.895,4068.619,164.695
2004-03-12,352.302,2945.094,696.68,293.295,199.262,142.041,1899.854,3368.525,4060.401,163.905
2004-03-15,348.428,2911.861,692.993,291.357,199.883,142.357,1873.265,3320.336,3995.796,160.208
2004-03-16,351.526,2938.952,693.556,290.765,200.365,143.422,1886.014,3339.289,4053.711,162.451
2004-03-17,355.02,2967.862,701.857,295.467,201.041,146.223,1909.858,3378.033,4070.142,163.247
2004-03-18,355.607,2971.532,708.774,297.597,204.517,147.789,1922.273,3373.257,4064.993,162.774
2004-03-19,353.481,2952.155,712.092,299.401,205.101,149.1,1928.761,3335.104,4071.631,162.594
2004-03-22,348.791,2913.569,699.921,290.831,206.434,147.647,1892.523,3291.855,4005.775,159.694
2004-03-23,348.223,2909.543,695.382,289.029,204.349,148.272,1889.495,3287.584,3995.155,159.041
2004-03-24,347.365,2901.767,696.538,291.08,201.924,146.548,1882.618,3279.329,3960.234,157.513
2004-03-25,351.783,2941.424,692.444,287.7,202.908,147.323,1892.145,3333.296,3998.748,159.881
2004-03-26,352.104,2943.192,697.397,289.632,204.072,148.221,1912.33,3328.854,3982.104,159.473
2004-03-29,356.5,2979.746,706.983,294.448,207.06,150.177,1919.671,3373.05,4043.917,162.123
2004-03-30,357.703,2989.116,712.577,296.197,209.015,152.189,1941.561,3386.733,4053.568,162.167
2004-03-31,359.016,2998.83,721.098,299.937,211.223,154.091,1965.157,3384.481,4080.448,163.633
2004-04-01,362.157,3025.352,726.078,301.808,211.878,154.128,1994.462,3403.431,4154.245,166.535
2004-04-02,363.82,3039.336,728.987,302.797,212.351,156.158,2012.287,3431.933,4151.643,166.979
2004-04-05,365.149,3049.909,734.128,305.279,213.831,157.208,2019.905,3458.409,4132.607,166.307
2004-04-06,364.846,3046.396,738.104,308.701,213.295,155.277,2020.711,3450.306,4128.35,165.042
2004-04-07,364.659,3044.181,740.784,310.232,215.298,157.995,2001.954,3427.386,4160.224,166.13
2004-04-08,364.277,3040.494,742.343,311.183,215.025,160.041,2010.906,3424.353,4157.478,165.798
2004-04-09,363.689,3035.961,739.385,308.744,215.239,160.483,2010.906,3424.353,4157.478,165.798
2004-04-12,365.078,3047.081,744.435,312.157,215.625,160.661,2014.755,3441.692,4150.165,165.332
2004-04-13,361.456,3016.165,740.254,313.089,211.695,158.281,1990.2,3394.482,4127.893,164.834
2004-04-14,358.554,2992.903,729.867,309.936,207.091,152.807,1961.687,3390.573,4071.829,163.203
2004-04-15,357.877,2988.139,724.337,307.211,206.503,153.669,1939.884,3393.086,4073.808,163.014
2004-04-16,360.47,3011.274,722.646,304.98,207.707,151.626,1940.592,3409.442,4133.367,165.043
2004-04-19,360.562,3012.289,721.66,305.48,206.705,150.756,1930.359,3414.864,4142.385,164.858
2004-04-20,357.956,2989.216,722.534,307.125,207.218,150.97,1903.642,3361.317,4131.409,164.577
2004-04-21,356.953,2982.034,714.923,306.701,201.284,147.421,1882.887,3380.252,4077.946,162.687
2004-04-22,359.931,3009.491,708.846,304.729,197.534,143.453,1884.162,3428.57,4099.483,163.782
2004-04-23,360.792,3015.311,716.991,308.773,198.655,143.344,1911.887,3430.0,4104.226,164.293
2004-04-26,360.704,3015.765,711.271,304.448,199.35,144.889,1900.121,3416.389,4130.148,164.674
2004-04-27,360.767,3017.277,706.795,302.084,198.053,142.212,1897.657,3424.004,4145.629,165.267
2004-04-28,355.492,2973.559,694.574,298.422,194.931,142.273,1829.501,3376.929,4069.933,162.121
2004-04-29,353.366,2959.146,674.662,288.216,191.478,137.337,1778.482,3352.103,4071.826,161.978
2004-04-30,350.775,2939.076,662.143,281.491,188.869,136.732,1758.89,3332.517,4051.549,161.603
2004-05-03,352.778,2956.843,661.315,280.838,187.755,136.899,1775.557,3363.595,4066.405,162.491
2004-05-04,355.453,2978.15,671.548,284.649,191.555,137.684,1800.479,3369.844,4127.599,163.979
2004-05-05,356.98,2991.986,669.565,281.418,193.739,139.878,1802.164,3376.286,4162.105,165.734
2004-05-06,352.796,2957.572,658.669,278.766,190.583,139.409,1734.638,3354.115,4091.638,161.874
2004-05-07,347.3,2910.947,650.989,279.256,185.3,132.266,1685.185,3308.691,4038.359,159.265
2004-05-10,338.976,2844.434,620.16,263.943,179.974,129.924,1596.062,3272.805,3914.369,154.378
2004-05-11,341.403,2864.761,624.81,263.369,181.326,127.887,1658.776,3299.14,3940.816,155.914
2004-05-12,342.869,2875.698,633.861,269.564,182.518,130.659,1656.579,3305.038,3931.961,155.018
2004-05-13,341.82,2868.05,626.545,263.916,181.662,129.477,1669.512,3302.731,3953.901,155.977
2004-05-14,340.837,2861.911,614.897,255.804,180.48,130.256,1669.924,3299.447,3936.886,155.324
2004-05-17,337.175,2833.997,595.061,241.597,181.918,133.915,1627.467,3264.435,3926.527,155.116
2004-05-18,339.701,2853.962,605.429,248.02,181.671,134.921,1662.131,3287.365,3944.517,155.822
2004-05-19,343.711,2883.763,630.745,261.805,187.715,138.626,1686.589,3279.587,4034.943,159.788
2004-05-20,341.739,2868.109,622.933,258.574,186.082,137.851,1655.263,3281.995,3974.542,157.163
2004-05-21,344.433,2890.072,630.868,264.1,187.206,138.264,1650.275,3295.144,4000.073,157.984
2004-05-24,345.179,2895.393,636.625,266.455,188.288,139.46,1675.65,3300.991,4009.945,158.845
2004-05-25,348.507,2924.847,635.585,264.114,188.659,136.599,1700.849,3354.201,4035.436,159.681
2004-05-26,350.351,2939.829,641.235,265.058,192.064,139.428,1718.486,3360.609,4067.51,161.27
2004-05-27,354.169,2971.104,651.82,270.415,193.928,138.039,1746.545,3379.285,4146.518,164.776
2004-05-28,353.583,2965.62,653.365,272.763,192.331,133.939,1747.039,3376.846,4115.234,163.579
2004-05-31,353.734,2967.884,649.102,268.856,193.233,134.256,1747.5,3376.846,4122.726,164.207
2004-06-01,353.442,2965.179,649.72,270.276,192.791,130.526,1734.274,3378.505,4098.628,162.459
2004-06-02,354.565,2975.589,647.291,267.484,193.274,133.205,1746.864,3390.497,4134.332,164.102
2004-06-03,351.932,2955.671,632.556,258.233,192.378,133.17,1720.22,3364.228,4140.474,164.287
2004-06-04,353.844,2971.766,635.811,260.276,191.542,131.442,1741.815,3381.903,4168.728,165.993
2004-06-07,360.23,3023.813,654.541,269.191,195.235,134.292,1796.508,3435.818,4221.505,168.544
2004-06-08,360.582,3026.945,654.338,269.93,194.47,134.492,1789.395,3440.46,4217.753,168.015
2004-06-09,356.913,2996.074,648.021,267.707,193.068,134.192,1756.889,3408.14,4160.413,164.992
2004-06-10,358.1,3007.678,642.701,264.025,192.43,132.016,1759.225,3423.763,4166.823,165.581
2004-06-11,356.665,2997.509,631.529,257.375,190.282,130.453,1753.692,3422.407,4135.051,164.284
2004-06-14,353.283,2970.069,621.062,252.293,188.549,130.382,1720.215,3389.259,4101.843,163.265
2004-06-15,355.374,2987.482,625.506,254.721,187.871,127.102,1750.177,3410.957,4130.85,164.635
2004-06-16,356.706,2999.218,625.389,254.798,187.471,125.82,1752.784,3416.363,4149.151,164.71
2004-06-17,357.101,3001.417,631.198,256.43,190.856,133.598,1759.539,3411.639,4164.173,165.14
2004-06-18,358.183,3011.455,628.832,251.843,194.147,135.688,1768.219,3420.372,4200.484,167.024
2004-06-21,357.755,3006.972,632.107,253.22,195.894,138.204,1764.884,3405.643,4187.256,166.642
2004-06-22,357.154,3002.252,629.522,252.274,194.883,136.836,1758.971,3418.572,4143.01,164.981
2004-06-23,359.301,3020.227,633.633,253.992,195.142,137.083,1784.368,3448.225,4156.98,165.594
2004-06-24,361.319,3035.462,645.077,260.836,196.639,136.892,1800.007,3438.73,4204.522,168.242
2004-06-25,359.832,3021.258,650.226,264.577,196.978,136.908,1798.264,3419.237,4190.351,167.534
2004-06-28,361.059,3032.817,646.725,262.449,197.782,135.508,1775.054,3417.032,4235.834,169.728
2004-06-29,360.209,3025.518,645.892,262.857,196.009,133.748,1780.165,3425.82,4191.491,168.271
2004-06-30,360.883,3030.093,652.067,265.134,197.559,135.522,1807.017,3440.639,4179.827,168.286
2004-07-01,359.007,3013.238,653.7,265.294,198.104,135.793,1821.358,3404.867,4165.371,167.858
2004-07-02,358.35,3008.486,649.029,261.583,197.8,132.967,1829.572,3394.641,4186.745,168.619
2004-07-05,357.374,3000.037,648.427,261.236,197.221,132.232,1836.068,3394.641,4175.048,168.134
2004-07-06,355.228,2981.235,648.148,263.765,195.268,132.987,1808.185,3366.341,4154.865,166.881
2004-07-07,356.47,2991.259,652.196,264.356,198.286,135.454,1814.383,3374.189,4179.26,167.991
2004-07-08,355.059,2980.468,644.844,259.666,198.142,135.072,1798.111,3346.333,4204.488,168.945
2004-07-09,356.147,2989.305,648.177,262.048,197.919,134.238,1804.385,3358.352,4197.95,168.779
2004-07-12,356.527,2992.374,649.429,261.167,198.928,135.553,1827.591,3361.838,4185.983,168.202
2004-07-13,355.977,2987.395,650.044,260.405,200.576,138.073,1828.472,3364.552,4163.696,167.262
2004-07-14,355.08,2980.813,644.112,255.706,200.773,138.114,1829.95,3353.146,4179.054,167.638
2004-07-15,352.899,2962.159,641.729,253.166,200.587,137.746,1848.305,3339.255,4129.01,165.403
2004-07-16,353.407,2965.348,647.529,255.705,201.13,138.858,1878.982,3323.919,4163.014,166.488
2004-07-19,352.992,2961.056,650.481,258.135,201.332,140.855,1871.767,3322.439,4134.61,165.247
2004-07-20,353.48,2966.556,644.979,255.091,199.276,137.207,1879.387,3345.798,4128.371,165.301
2004-07-21,350.533,2940.074,647.561,259.687,198.154,135.316,1840.848,3300.126,4117.787,164.537
2004-07-22,349.554,2932.886,641.09,257.228,195.52,131.31,1829.507,3309.427,4070.101,162.362
2004-07-23,345.912,2901.677,637.391,255.668,194.367,132.856,1820.918,3276.549,4027.178,160.08
2004-07-26,344.549,2890.641,633.067,254.558,192.503,130.861,1803.689,3268.518,4002.635,158.955
2004-07-27,345.782,2901.021,635.144,255.317,191.717,130.273,1832.712,3300.27,4008.945,159.418
2004-07-28,346.257,2905.161,635.344,255.956,190.104,124.938,1846.913,3302.121,4012.73,159.067
2004-07-29,348.371,2923.998,634.188,253.261,191.694,127.071,1861.088,3318.974,4069.955,162.018
2004-07-30,349.435,2931.964,640.537,255.851,193.911,129.385,1874.052,3323.49,4065.444,161.851
2004-08-02,350.198,2939.388,637.282,253.451,193.952,129.832,1872.093,3338.703,4060.35,160.825
2004-08-03,349.652,2934.27,638.726,254.134,194.543,130.181,1871.749,3318.314,4082.761,162.068
2004-08-04,348.014,2920.217,637.122,253.311,195.097,130.449,1855.134,3315.246,4050.072,160.317
2004-08-05,345.178,2894.192,642.063,257.981,195.357,130.538,1831.664,3262.333,4053.407,160.597
2004-08-06,342.009,2867.181,638.2,255.263,194.863,129.857,1834.785,3212.269,4031.433,159.561
2004-08-09,341.074,2858.548,640.055,256.014,195.914,131.578,1832.585,3216.108,3996.888,158.205
2004-08-10,344.433,2887.853,641.086,256.648,194.302,130.563,1860.125,3257.71,4040.135,160.2
2004-08-11,342.61,2873.097,635.287,255.564,190.69,128.266,1845.405,3249.764,3980.34,157.524
2004-08-12,340.273,2852.094,637.379,256.644,191.092,129.364,1849.901,3211.055,3980.479,157.493
2004-08-13,340.862,2856.863,639.247,256.884,192.883,132.479,1847.43,3215.875,4005.99,158.624
2004-08-16,343.879,2883.21,640.077,255.33,194.22,133.588,1872.992,3259.153,4041.643,160.011
2004-08-17,344.796,2890.637,642.951,254.908,196.148,134.48,1898.349,3267.968,4042.193,160.55
2004-08-18,347.248,2911.596,645.704,256.754,194.515,131.926,1928.099,3309.808,4034.436,160.509
2004-08-19,348.294,2918.714,655.149,262.258,195.64,132.641,1945.615,3297.215,4064.23,161.569
2004-08-20,349.223,2926.835,655.372,261.311,196.372,133.002,1957.975,3320.252,4043.955,160.734
2004-08-23,349.094,2925.887,654.55,261.43,196.538,132.417,1939.894,3311.907,4058.701,161.294
2004-08-24,348.457,2920.133,655.23,262.217,195.784,133.789,1945.599,3313.881,4025.783,160.181
2004-08-25,350.362,2936.219,658.267,264.109,195.662,133.306,1956.0,3340.23,4030.765,160.164
2004-08-26,351.428,2944.334,664.0,267.712,197.791,133.852,1939.271,3341.078,4061.909,161.481
2004-08-27,352.561,2954.115,664.811,267.908,197.975,135.937,1945.253,3350.315,4075.207,161.623
2004-08-30,350.799,2938.378,665.934,268.395,198.333,135.777,1947.451,3324.242,4070.976,161.341
2004-08-31,351.704,2946.022,667.35,267.662,200.065,138.229,1959.126,3340.507,4068.508,161.475
2004-09-01,353.457,2960.213,672.933,271.788,200.065,138.501,1961.48,3347.901,4102.09,162.839
2004-09-02,355.868,2980.698,676.19,272.858,201.232,138.816,1973.097,3384.529,4112.313,163.544
2004-09-03,354.05,2965.718,671.619,270.737,200.332,138.542,1958.489,3370.134,4110.202,163.505
2004-09-06,355.37,2976.566,675.073,271.282,202.112,140.929,1974.9,3370.134,4132.015,164.395
2004-09-07,357.053,2991.233,675.659,272.212,201.279,141.179,1977.453,3393.088,4129.761,164.572
2004-09-08,356.623,2987.221,676.706,272.233,201.89,140.627,1984.359,3378.741,4144.928,165.077
2004-09-09,356.241,2983.547,678.153,272.801,202.665,141.021,1983.652,3385.412,4133.51,164.817
2004-09-10,358.759,3004.278,684.532,275.988,204.987,142.222,1982.93,3401.768,4191.58,167.487
2004-09-13,360.011,3014.005,690.372,279.974,205.524,142.641,1984.174,3409.518,4209.744,168.676
2004-09-14,360.896,3020.632,695.6,280.608,208.502,144.643,2008.623,3416.29,4207.988,168.764
2004-09-15,357.466,2991.005,693.157,280.173,206.347,144.1,2011.784,3391.861,4155.707,166.503
2004-09-16,358.675,3000.231,699.532,282.638,207.926,144.394,2037.482,3402.23,4170.297,166.667
2004-09-17,359.942,3011.177,700.425,281.602,208.633,144.951,2062.648,3416.822,4202.741,168.107
2004-09-20,358.739,2999.652,704.726,283.699,209.663,144.686,2071.449,3399.016,4182.949,167.303
2004-09-21,361.595,3023.733,709.451,285.187,212.044,146.53,2079.133,3421.03,4240.055,169.644
2004-09-22,357.988,2993.308,703.565,282.025,211.279,146.721,2063.364,3374.116,4210.329,167.861
2004-09-23,357.002,2984.834,702.647,280.265,212.108,146.724,2073.019,3358.421,4198.427,167.298
2004-09-24,356.754,2982.911,701.475,279.112,212.194,146.304,2077.239,3363.456,4200.847,167.22
2004-09-27,354.849,2966.891,698.14,277.823,211.73,146.797,2058.225,3343.356,4184.02,166.689
2004-09-28,356.563,2981.479,700.338,276.455,213.159,147.653,2100.019,3362.839,4208.795,167.371
2004-09-29,358.041,2994.06,702.233,276.771,213.827,148.352,2113.378,3378.092,4225.047,168.385
2004-09-30,359.114,3002.696,705.894,279.11,214.244,149.291,2116.233,3377.187,4231.781,168.724
2004-10-01,364.262,3045.693,716.201,283.402,215.979,151.707,2163.75,3428.929,4297.137,172.026
2004-10-04,365.73,3055.258,731.388,292.274,217.493,153.783,2196.215,3440.879,4292.574,171.907
2004-10-05,366.218,3059.601,731.176,291.799,217.207,155.896,2207.171,3438.181,4312.791,172.858
2004-10-06,367.717,3072.733,731.409,290.807,219.262,156.598,2200.424,3461.711,4308.035,172.836
2004-10-07,365.48,3052.69,733.067,292.033,220.054,158.721,2189.025,3427.043,4300.48,172.657
2004-10-08,365.242,3050.529,733.38,291.193,221.744,159.153,2185.919,3402.029,4326.437,173.586
2004-10-11,365.368,3052.177,730.927,290.324,220.362,159.385,2186.144,3409.154,4311.79,172.932
2004-10-12,362.532,3029.941,718.64,284.413,215.931,154.864,2182.165,3401.73,4251.735,170.309
2004-10-13,360.691,3015.198,712.1,283.416,213.794,153.902,2131.46,3377.993,4250.472,170.218
2004-10-14,359.068,3001.884,707.743,280.468,214.889,153.64,2107.31,3346.905,4263.798,171.003
2004-10-15,360.514,3013.975,710.584,279.819,216.988,153.666,2134.313,3360.855,4285.912,172.19
2004-10-18,361.272,3020.324,712.001,279.657,218.545,155.099,2136.553,3378.994,4286.215,172.339
2004-10-19,361.014,3017.32,715.335,282.349,219.825,156.804,2113.5,3347.125,4327.744,174.117
2004-10-20,360.39,3013.876,706.065,277.889,216.964,152.412,2103.17,3348.824,4315.409,173.609
2004-10-21,361.667,3024.237,710.019,277.007,219.439,152.536,2147.08,3357.746,4341.074,174.638
2004-10-22,360.174,3010.372,713.347,278.8,220.6,154.457,2144.712,3324.366,4346.665,175.236
2004-10-25,359.138,3002.523,707.609,275.9,220.214,154.086,2120.114,3320.468,4323.899,174.114
2004-10-26,362.29,3029.707,710.049,275.823,221.439,155.566,2141.948,3369.513,4334.905,174.429
2004-10-27,366.283,3063.561,715.805,275.899,225.286,157.784,2173.498,3413.103,4385.701,176.864
2004-10-28,367.888,3076.758,719.966,280.645,224.107,155.741,2157.928,3420.252,4401.894,178.055
2004-10-29,367.976,3076.904,722.805,281.68,224.019,158.107,2182.799,3428.833,4384.745,177.488
2004-11-01,368.991,3085.282,725.282,281.532,226.458,158.501,2188.221,3429.968,4429.968,179.148
2004-11-02,370.201,3094.863,730.09,285.731,225.097,157.609,2197.272,3429.324,4454.803,179.872
2004-11-03,374.275,3128.422,740.409,290.337,227.556,157.936,2227.382,3469.135,4506.876,181.64
2004-11-04,378.116,3161.9,741.78,289.46,228.806,159.547,2248.66,3524.688,4522.886,182.668
2004-11-05,380.375,3180.521,747.424,292.439,230.858,161.71,2244.682,3537.696,4558.247,184.141
2004-11-08,380.018,3178.23,743.574,291.298,229.912,161.403,2221.712,3533.308,4567.667,184.761
2004-11-09,379.461,3172.845,745.768,291.553,231.502,163.316,2227.076,3531.854,4552.212,183.968
2004-11-10,379.369,3171.179,749.675,293.453,231.967,162.824,2242.305,3529.418,4564.373,184.731
2004-11-11,381.865,3192.886,750.769,292.649,233.356,162.768,2255.497,3561.521,4599.183,186.2
2004-11-12,385.581,3223.799,758.789,297.159,233.504,163.487,2286.221,3595.827,4628.653,186.939
2004-11-15,386.34,3229.18,764.668,300.299,235.205,162.763,2287.996,3595.416,4626.155,186.598
2004-11-16,384.599,3214.303,762.71,299.295,235.737,162.723,2269.789,3571.063,4609.075,185.84
2004-11-17,387.809,3239.926,774.515,304.705,238.471,164.237,2302.495,3592.068,4667.002,189.034
2004-11-18,387.468,3236.721,775.425,305.398,239.358,166.085,2288.92,3597.462,4654.833,188.347
2004-11-19,385.469,3220.096,771.096,303.589,238.706,163.505,2267.892,3557.182,4643.348,188.131
2004-11-22,385.091,3218.264,764.343,299.004,237.512,163.644,2274.886,3578.132,4614.167,187.132
2004-11-23,385.702,3222.588,769.12,301.988,238.095,163.082,2279.36,3577.156,4636.846,187.639
2004-11-24,387.669,3238.528,775.28,304.95,239.289,162.702,2297.059,3592.511,4660.577,188.938
2004-11-25,389.671,3255.371,778.73,304.902,241.096,161.884,2325.54,3592.511,4722.078,191.659
2004-11-26,389.7,3255.31,780.162,303.231,243.434,161.996,2347.858,3595.543,4721.634,191.635
2004-11-29,389.762,3254.731,785.259,305.398,245.844,161.886,2346.806,3584.34,4725.799,191.787
2004-11-30,388.189,3239.895,789.755,308.776,244.413,161.768,2369.215,3569.833,4707.427,190.837
2004-12-01,392.262,3275.534,790.68,307.653,245.112,160.776,2399.677,3624.068,4767.333,193.198
2004-12-02,392.902,3280.143,795.263,312.428,244.185,160.874,2378.497,3620.18,4774.257,193.569
2004-12-03,393.941,3289.529,794.198,310.628,244.182,159.781,2401.911,3622.855,4799.242,194.287
2004-12-06,393.478,3285.133,795.629,310.916,245.171,160.293,2404.832,3620.513,4796.546,194.673
2004-12-07,390.937,3263.86,790.732,308.63,245.877,162.018,2368.13,3579.771,4814.747,195.479
2004-12-08,389.19,3250.984,779.56,305.37,239.376,156.174,2351.327,3598.171,4748.239,192.903
2004-12-09,388.66,3247.652,773.589,304.171,236.946,150.23,2315.894,3617.886,4710.423,191.284
2004-12-10,388.074,3243.586,768.723,298.677,237.516,150.068,2353.558,3614.102,4716.281,191.688
2004-12-13,391.998,3276.892,774.241,299.01,241.501,151.288,2379.981,3645.406,4778.892,194.26
2004-12-14,393.302,3286.597,782.147,301.703,243.972,154.862,2412.306,3660.714,4779.417,194.466
2004-12-15,396.025,3308.325,792.152,306.889,245.98,157.518,2428.575,3670.094,4825.85,195.986
2004-12-16,394.695,3295.822,795.723,309.106,245.23,157.014,2446.195,3661.869,4794.665,194.512
2004-12-17,392.464,3276.363,794.943,308.616,245.344,155.604,2443.169,3635.92,4745.793,192.124
2004-12-20,394.883,3296.274,801.083,310.545,247.75,156.567,2465.251,3637.237,4822.871,195.262
2004-12-21,396.282,3307.713,805.025,310.648,249.632,160.725,2500.335,3671.391,4797.642,195.073
2004-12-22,398.146,3323.968,805.674,310.759,250.691,160.056,2493.754,3685.361,4828.656,196.829
2004-12-23,399.614,3336.122,809.099,310.949,252.954,161.548,2513.402,3687.569,4871.705,199.098
2004-12-24,400.76,3345.712,811.338,312.027,253.263,162.294,2520.826,3687.569,4889.929,199.643
2004-12-27,400.772,3345.376,813.306,311.784,255.749,164.826,2523.808,3671.767,4912.039,200.604
2004-12-28,402.416,3359.281,815.828,312.965,255.979,163.751,2534.516,3698.502,4909.859,200.874
2004-12-29,401.922,3354.259,818.839,315.152,255.176,164.464,2544.54,3699.102,4903.196,200.512
2004-12-30,403.398,3366.39,822.677,316.097,256.991,166.036,2559.949,3699.821,4918.694,201.203
2004-12-31,403.32,3364.558,827.775,318.813,258.393,167.092,2561.372,3694.97,4906.916,200.675
2005-01-03,400.793,3342.233,828.142,319.151,259.931,166.727,2538.518,3663.355,4888.246,200.232
2005-01-04,396.303,3305.896,813.941,316.614,253.758,165.555,2452.413,3621.101,4845.118,198.063
2005-01-05,393.878,3287.183,802.196,311.784,249.588,163.992,2429.894,3607.189,4806.849,196.357
2005-01-06,393.601,3287.114,791.604,308.207,245.023,162.135,2403.11,3620.423,4792.776,195.958
2005-01-07,392.917,3280.852,792.688,308.606,245.131,161.831,2410.038,3615.922,4778.586,194.944
2005-01-10,394.354,3293.162,794.184,307.662,247.739,161.995,2419.502,3628.926,4795.239,195.64
2005-01-11,393.458,3284.623,797.127,310.355,248.406,162.203,2396.913,3606.426,4779.457,194.857
2005-01-12,395.072,3298.657,797.881,309.028,250.444,163.3,2410.939,3622.09,4791.221,195.579
2005-01-13,392.858,3278.232,802.086,311.301,249.276,162.574,2443.279,3591.385,4780.034,195.197
2005-01-14,393.724,3284.771,806.911,313.524,249.567,163.029,2466.666,3613.52,4764.815,194.311
