Date,MSCI AC World,MSCI World,MSCI EM,MSCI EM Asia,MSCI EM EMEA,MSCI EM EE,MSCI LATAM,MSCI US,MSCI Europe,MSCI EMU
2006-03-28,478.041,3930.5,1222.441,437.379,403.829,294.54,4305.631,4058.554,5946.137,245.27
2006-03-29,479.321,3941.444,1223.99,438.161,399.81,290.352,4369.739,4091.134,5919.937,244.498
2006-03-30,483.394,3973.009,1242.309,441.361,411.144,298.971,4445.468,4083.386,6036.134,250.085
2006-03-31,481.011,3950.381,1248.69,445.727,410.243,299.997,4457.144,4068.566,5978.67,248.487
2006-04-03,484.405,3974.905,1271.195,452.287,418.395,304.184,4564.613,4076.129,6033.186,250.321
2006-04-04,487.17,3996.587,1282.602,456.288,421.329,304.507,4618.745,4100.828,6075.544,252.041
2006-04-05,489.289,4013.911,1288.43,458.894,422.24,307.003,4640.298,4118.858,6102.644,253.067
2006-04-06,490.381,4021.489,1296.951,464.578,421.693,309.281,4650.162,4111.717,6099.083,252.5
2006-04-07,486.158,3985.287,1292.211,464.589,421.39,313.053,4571.476,4070.744,6018.856,248.177
2006-04-10,486.361,3988.304,1287.191,462.808,420.165,315.184,4547.228,4073.387,6044.856,248.989
2006-04-11,482.943,3959.255,1282.324,460.264,422.105,316.305,4500.319,4042.709,5989.138,245.919
2006-04-12,481.59,3948.755,1276.339,455.6,421.832,318.339,4520.079,4046.837,5970.759,244.718
2006-04-13,482.11,3953.365,1276.266,458.178,418.427,314.535,4500.667,4050.336,5983.704,244.689
2006-04-14,482.373,3953.586,1284.901,463.43,419.494,316.337,4500.667,4050.336,5983.704,244.689
2006-04-17,484.152,3966.484,1296.556,466.249,424.059,321.721,4566.429,4038.449,6072.523,248.575
2006-04-18,489.551,4009.812,1314.715,470.52,430.272,326.08,4684.803,4107.588,6075.47,248.072
2006-04-19,493.264,4038.594,1331.38,477.138,434.403,329.548,4746.131,4116.055,6171.987,252.319
2006-04-20,493.538,4040.398,1333.919,479.593,434.463,333.242,4726.233,4120.895,6178.443,254.182
2006-04-21,495.823,4059.062,1340.273,481.504,436.745,333.955,4755.355,4118.619,6236.876,256.712
2006-04-24,494.283,4046.46,1336.09,479.101,436.238,336.185,4751.573,4110.276,6221.841,256.298
2006-04-25,493.765,4043.53,1329.327,474.149,436.513,335.419,4757.195,4091.455,6236.769,257.391
2006-04-26,495.944,4059.509,1342.832,481.256,437.632,339.501,4793.531,4102.839,6271.85,259.134
2006-04-27,497.502,4075.355,1334.388,480.608,432.958,329.576,4729.276,4119.292,6287.634,259.806
2006-04-28,497.265,4072.426,1337.8,476.915,437.988,334.69,4812.711,4122.201,6290.604,259.258
2006-05-01,498.035,4077.897,1343.272,478.285,440.795,335.038,4833.274,4104.91,6318.603,259.711
2006-05-02,502.084,4109.059,1362.323,484.302,446.038,343.08,4935.944,4127.961,6382.8,262.119
2006-05-03,499.703,4086.635,1367.872,487.776,446.374,345.09,4938.303,4112.748,6317.015,259.375
2006-05-04,502.202,4106.992,1375.064,490.16,449.632,348.338,4955.965,4127.722,6389.466,262.812
2006-05-05,507.884,4154.951,1384.519,491.542,453.706,351.966,5027.489,4171.52,6480.331,266.52
2006-05-08,509.33,4163.351,1402.464,502.324,453.009,354.386,5072.183,4169.583,6474.627,266.83
2006-05-09,510.729,4175.817,1402.11,499.407,454.442,353.334,5121.236,4170.718,6526.385,268.643
2006-05-10,509.69,4167.261,1399.525,499.12,451.535,350.477,5124.844,4165.074,6515.11,268.253
2006-05-11,505.676,4134.058,1390.053,498.298,449.622,349.634,5007.577,4112.87,6505.514,267.118
2006-05-12,498.997,4081.269,1364.399,492.531,439.655,349.736,4848.573,4065.848,6404.678,262.73
2006-05-15,494.277,4053.783,1306.195,475.983,412.194,330.066,4648.324,4075.48,6291.21,258.29
2006-05-16,493.153,4044.817,1302.106,469.15,415.674,330.889,4705.874,4067.972,6312.255,259.199
2006-05-17,485.022,3973.274,1300.468,478.687,408.391,319.987,4533.388,4000.296,6107.826,250.106
2006-05-18,480.301,3940.996,1261.715,461.221,400.274,311.996,4423.669,3973.191,6098.289,250.04
2006-05-19,479.041,3931.879,1253.42,460.282,391.357,303.55,4429.772,3989.266,6051.147,248.897
2006-05-22,472.935,3892.086,1195.298,444.085,368.167,279.837,4162.616,3972.781,5938.848,244.336
2006-05-23,475.566,3910.202,1216.402,446.365,386.35,299.383,4214.064,3954.745,6105.53,250.82
2006-05-24,472.389,3887.738,1193.358,443.94,371.551,287.021,4084.226,3960.853,5977.585,246.219
2006-05-25,476.936,3927.02,1197.222,437.474,378.885,297.991,4215.28,4006.756,6061.05,250.016
2006-05-26,482.062,3965.058,1227.108,444.18,391.228,312.146,4388.778,4029.62,6147.954,253.439
2006-05-29,483.023,3971.914,1233.746,446.009,395.766,310.218,4394.589,4029.62,6161.698,253.554
2006-05-30,477.357,3928.111,1207.902,442.211,388.6,306.827,4142.721,3966.606,6090.713,250.398
2006-05-31,478.081,3936.964,1197.914,440.081,380.084,300.284,4144.28,4000.222,6127.94,252.492
2006-06-01,481.436,3966.346,1199.452,434.802,382.338,302.098,4276.384,4050.783,6140.752,252.859
2006-06-02,485.812,3998.971,1223.776,442.783,392.896,316.459,4341.504,4059.396,6213.138,255.289
2006-06-05,479.917,3949.697,1211.869,438.66,393.828,316.239,4220.405,3986.403,6180.52,253.444
2006-06-06,472.497,3890.151,1187.146,436.689,374.378,299.681,4128.215,3979.681,6000.151,245.324
2006-06-07,469.229,3868.317,1159.093,425.419,368.202,292.458,4013.818,3954.561,6019.24,246.408
2006-06-08,460.521,3802.817,1112.992,406.89,348.541,275.95,3974.541,3958.369,5794.585,237.223
2006-06-09,463.543,3826.042,1127.058,412.946,357.296,276.088,3933.083,3941.771,5896.398,240.931
2006-06-12,458.258,3783.611,1109.546,410.382,351.414,272.061,3775.521,3888.805,5823.084,237.333
2006-06-13,448.339,3707.68,1062.173,397.315,328.369,249.429,3621.835,3848.593,5684.199,231.708
2006-06-14,451.057,3728.521,1075.013,399.513,336.078,258.743,3676.202,3868.637,5717.979,233.059
2006-06-15,460.574,3806.645,1099.845,403.899,349.212,271.245,3806.752,3953.875,5858.531,238.904
2006-06-16,461.755,3809.75,1128.541,419.368,348.709,268.543,3924.09,3939.619,5826.708,237.57
2006-06-19,458.518,3782.974,1120.918,415.77,349.583,270.827,3867.776,3902.474,5828.769,237.935
2006-06-20,458.643,3787.501,1107.606,407.473,349.297,273.097,3851.253,3900.794,5871.124,239.89
2006-06-21,462.211,3816.891,1116.393,408.573,349.486,274.733,3980.892,3941.876,5904.388,241.741
2006-06-22,462.282,3815.694,1123.514,416.536,344.205,272.54,3980.396,3920.954,5897.58,241.834
2006-06-23,461.423,3809.3,1118.697,414.784,339.481,270.551,4012.953,3920.543,5880.463,241.065
2006-06-26,462.725,3820.814,1118.89,415.253,337.52,271.702,4034.583,3939.69,5877.657,241.286
2006-06-27,460.741,3800.454,1129.602,418.959,348.01,283.829,3967.401,3903.457,5859.854,240.424
2006-06-28,460.586,3798.333,1132.601,417.445,351.48,285.969,4006.127,3924.682,5840.339,238.844
2006-06-29,469.974,3875.445,1156.89,422.506,358.42,293.394,4204.951,4011.149,5949.578,243.672
2006-06-30,478.069,3937.433,1195.374,436.897,371.327,304.65,4320.566,4004.709,6150.843,252.916
2006-07-03,481.411,3962.386,1214.149,439.274,378.838,307.699,4474.027,4037.448,6192.204,254.647
2006-07-04,482.533,3970.667,1220.326,440.458,383.029,311.766,4496.484,4037.448,6202.528,255.018
2006-07-05,476.207,3921.354,1193.606,436.709,369.713,302.546,4318.506,4006.289,6092.668,250.18
2006-07-06,478.446,3939.638,1199.814,434.417,377.229,310.527,4375.502,4016.607,6163.766,253.163
2006-07-07,478.233,3936.937,1202.951,435.592,380.246,312.385,4354.355,3988.507,6187.163,253.721
2006-07-10,478.704,3939.257,1210.227,440.293,380.965,313.218,4350.27,3992.497,6167.78,253.194
2006-07-11,477.964,3933.941,1205.349,438.031,379.225,312.219,4348.8,4008.389,6118.28,250.416
2006-07-12,473.904,3897.92,1205.247,438.968,379.972,313.109,4310.504,3964.592,6103.23,250.226
2006-07-13,467.714,3850.383,1176.335,433.835,363.72,299.615,4174.391,3912.626,6017.039,245.965
2006-07-14,462.049,3804.972,1157.318,423.911,360.659,297.941,4140.537,3891.377,5915.837,241.378
2006-07-17,458.593,3779.363,1137.579,416.68,353.541,293.203,4084.932,3885.739,5837.495,237.799
2006-07-18,456.938,3764.105,1139.759,414.348,356.743,294.171,4136.813,3892.589,5813.404,236.714
2006-07-19,465.571,3836.424,1156.611,413.009,364.858,301.401,4352.391,3966.575,5976.63,244.051
2006-07-20,467.226,3845.743,1177.533,427.144,370.567,306.193,4267.712,3929.643,6027.883,246.42
2006-07-21,464.178,3820.773,1169.389,425.934,365.412,304.16,4232.07,3898.953,5991.339,244.526
2006-07-24,469.629,3868.386,1172.437,423.262,367.023,307.231,4333.43,3964.57,6073.754,248.043
2006-07-25,472.758,3892.769,1185.689,428.362,371.298,309.878,4372.07,3992.768,6079.706,248.175
2006-07-26,472.858,3893.049,1188.055,429.509,374.072,310.883,4341.456,3990.944,6097.639,248.546
2006-07-27,476.843,3922.061,1212.855,436.306,386.942,322.717,4410.997,3972.614,6218.0,253.717
2006-07-28,481.732,3965.573,1212.135,436.061,383.812,321.562,4458.449,4022.306,6271.322,256.019
2006-07-31,481.45,3962.861,1212.953,436.462,384.735,321.663,4448.343,4018.081,6245.635,255.15
2006-08-01,478.29,3937.629,1201.962,434.071,380.178,318.175,4383.136,3998.556,6190.032,252.277
2006-08-02,482.813,3974.595,1214.366,435.569,387.326,324.101,4457.365,4023.603,6289.17,256.958
2006-08-03,481.714,3964.534,1215.566,435.994,386.835,324.619,4475.499,4030.831,6227.895,254.743
2006-08-04,484.924,3990.261,1226.346,436.673,394.925,332.936,4527.283,4027.283,6348.729,259.801
2006-08-07,481.019,3956.616,1222.386,436.077,392.668,331.389,4506.305,4016.427,6262.15,255.534
2006-08-08,481.174,3956.313,1228.939,441.364,393.49,329.835,4472.279,4001.238,6255.475,255.685
2006-08-09,482.623,3966.132,1240.815,446.106,400.079,336.651,4459.612,3983.772,6324.941,258.692
2006-08-10,480.908,3952.52,1234.51,445.688,392.973,329.795,4466.798,4002.645,6220.617,254.344
2006-08-11,479.734,3941.882,1235.351,443.971,397.302,333.998,4460.228,3985.972,6225.036,254.326
2006-08-14,481.263,3956.193,1232.491,445.015,394.455,332.032,4425.016,3991.094,6269.201,256.618
2006-08-15,486.699,4003.287,1236.965,444.973,394.575,330.759,4506.204,4047.726,6344.473,260.15
2006-08-16,491.776,4043.714,1255.118,451.053,399.713,333.934,4593.462,4082.206,6405.713,263.375
2006-08-17,492.927,4052.598,1260.325,454.437,400.03,330.51,4593.343,4088.753,6417.831,264.463
2006-08-18,492.697,4053.133,1250.268,454.748,388.815,320.775,4577.108,4104.083,6382.182,263.184
2006-08-21,492.297,4051.656,1242.197,448.99,391.57,325.303,4540.463,4088.154,6427.694,264.22
2006-08-22,492.454,4051.172,1249.533,452.582,394.257,330.56,4536.601,4091.733,6394.061,263.091
2006-08-23,490.301,4034.77,1238.966,449.737,393.74,332.053,4428.543,4072.597,6357.349,260.903
2006-08-24,490.085,4034.914,1230.921,446.474,391.157,328.607,4409.254,4082.49,6374.577,262.354
2006-08-25,489.001,4024.795,1232.849,446.794,391.521,328.59,4430.033,4079.885,6356.447,261.469
2006-08-28,490.841,4041.277,1232.281,444.766,391.328,327.075,4476.356,4101.773,6404.923,263.944
2006-08-29,492.175,4050.866,1241.048,449.792,392.01,327.719,4491.605,4111.2,6400.803,263.433
2006-08-30,494.28,4067.139,1250.455,451.143,398.211,331.763,4529.95,4114.641,6475.389,266.151
2006-08-31,494.175,4067.754,1244.464,451.936,392.297,327.083,4492.291,4115.145,6444.158,265.012
2006-09-01,496.567,4086.699,1253.286,455.171,392.376,326.106,4570.059,4137.892,6477.11,266.147
2006-09-04,499.791,4110.419,1271.989,461.779,398.593,331.018,4636.941,4137.892,6534.718,268.615
2006-09-05,499.041,4103.979,1271.098,461.936,399.43,333.281,4601.513,4146.158,6484.739,266.231
2006-09-06,493.673,4059.728,1257.58,460.26,393.47,326.829,4500.508,4104.396,6405.432,263.105
2006-09-07,488.881,4021.397,1241.592,457.774,382.178,317.952,4456.861,4085.378,6317.303,259.796
2006-09-08,489.347,4025.788,1240.651,457.967,382.513,319.441,4428.211,4100.392,6311.496,259.363
2006-09-11,486.361,4005.72,1216.157,451.976,370.868,308.373,4329.852,4101.651,6288.448,259.212
2006-09-12,490.512,4040.501,1224.307,450.85,377.446,312.43,4399.483,4145.771,6367.005,262.167
2006-09-13,492.39,4053.951,1236.606,454.701,380.937,316.976,4467.049,4163.189,6379.837,262.925
2006-09-14,493.528,4063.257,1239.691,457.698,380.161,317.375,4458.147,4156.564,6414.175,264.189
2006-09-15,493.144,4058.817,1243.533,459.968,379.81,314.839,4475.589,4167.52,6382.709,263.215
2006-09-18,494.53,4066.482,1261.128,467.107,384.135,318.371,4540.151,4171.706,6402.157,263.839
2006-09-19,493.575,4058.206,1260.298,467.601,384.548,318.029,4504.173,4162.067,6377.14,262.514
2006-09-20,494.968,4072.257,1254.059,467.599,380.505,312.522,4457.112,4183.379,6443.13,265.944
2006-09-21,495.091,4074.741,1248.842,470.812,374.412,307.256,4378.114,4161.212,6479.166,267.159
2006-09-22,492.726,4057.802,1233.353,467.436,367.21,299.937,4302.012,4150.197,6444.922,265.996
2006-09-25,493.586,4066.323,1230.093,468.019,361.257,291.977,4328.048,4187.056,6407.608,264.891
2006-09-26,496.596,4090.853,1238.617,466.055,368.331,299.068,4418.536,4218.838,6462.365,266.789
2006-09-27,500.106,4118.682,1251.439,470.834,371.678,303.751,4473.588,4222.08,6518.711,269.546
2006-09-28,501.0,4124.69,1258.77,471.135,377.29,311.709,4506.283,4230.653,6513.878,269.438
2006-09-29,500.069,4117.429,1254.925,470.039,373.546,308.911,4528.119,4219.909,6499.66,269.324
2006-10-02,500.959,4124.089,1259.689,471.475,375.489,310.659,4545.574,4204.98,6535.903,270.518
2006-10-03,499.934,4117.239,1251.119,471.645,369.408,304.288,4485.154,4212.769,6516.283,269.507
2006-10-04,502.62,4141.727,1248.939,465.902,369.957,307.732,4588.461,4265.136,6536.587,270.448
2006-10-05,506.339,4170.325,1265.886,470.857,377.564,314.724,4642.609,4278.401,6574.319,272.245
2006-10-06,504.009,4149.992,1264.349,470.876,376.19,311.979,4636.974,4265.711,6531.529,270.015
2006-10-09,504.527,4155.125,1262.377,464.741,381.761,318.16,4667.939,4271.42,6546.984,270.618
2006-10-10,505.476,4161.928,1268.604,467.244,381.824,316.733,4716.109,4281.274,6558.336,270.935
2006-10-11,504.637,4154.613,1267.991,466.923,383.324,318.085,4687.95,4270.096,6570.729,271.601
2006-10-12,508.158,4183.956,1275.516,469.213,385.631,317.132,4728.103,4311.183,6617.863,273.426
2006-10-13,509.874,4193.575,1296.781,475.942,393.469,325.114,4811.904,4321.148,6613.768,272.544
2006-10-16,512.495,4214.81,1304.822,479.537,393.887,322.674,4856.238,4333.401,6639.202,273.429
2006-10-17,509.808,4193.202,1295.979,477.763,390.452,321.536,4800.125,4316.185,6583.412,270.607
2006-10-18,511.303,4205.243,1300.738,476.856,395.225,326.119,4831.441,4322.482,6630.264,272.779
2006-10-19,512.905,4218.86,1303.161,475.641,398.076,329.134,4860.316,4326.713,6672.031,274.474
2006-10-20,513.968,4228.465,1302.626,477.747,395.688,325.592,4835.059,4329.524,6695.992,275.414
2006-10-23,515.507,4243.425,1297.856,475.801,391.69,322.951,4866.584,4356.481,6690.865,275.685
2006-10-24,515.821,4244.899,1302.828,478.057,392.121,323.816,4892.073,4356.789,6692.287,275.46
2006-10-25,518.17,4263.913,1309.956,479.131,396.117,327.015,4928.215,4372.714,6736.18,277.051
2006-10-26,521.385,4290.4,1317.956,482.578,398.447,327.925,4945.885,4399.28,6770.866,279.144
2006-10-27,519.586,4275.144,1315.113,483.14,397.735,326.083,4889.719,4362.269,6782.59,279.638
2006-10-30,517.805,4262.983,1301.227,481.235,390.668,316.797,4801.858,4363.979,6757.102,278.558
2006-10-31,518.923,4269.391,1314.597,483.046,397.694,321.73,4882.915,4364.118,6779.071,279.804
2006-11-01,518.217,4259.585,1327.815,486.155,405.309,330.104,4916.538,4331.235,6809.12,280.841
2006-11-02,517.392,4252.606,1326.43,490.522,397.801,323.957,4903.242,4330.545,6780.08,278.532
2006-11-03,516.734,4244.317,1335.574,493.082,401.535,327.145,4941.987,4321.825,6769.718,278.478
2006-11-06,521.44,4284.186,1343.184,491.996,405.534,329.441,5045.226,4370.977,6849.088,282.007
2006-11-07,524.739,4310.792,1353.554,496.121,410.88,335.525,5037.0,4380.153,6927.97,285.507
2006-11-08,523.853,4303.776,1350.268,494.556,408.491,332.848,5058.611,4392.085,6901.459,284.578
2006-11-09,522.613,4290.116,1360.148,499.583,411.504,336.424,5057.295,4370.069,6908.278,285.479
2006-11-10,523.822,4300.615,1361.113,500.711,412.54,337.381,5027.171,4378.282,6936.587,286.814
2006-11-13,523.237,4296.162,1358.287,500.654,410.574,336.882,5009.201,4389.718,6923.717,287.173
2006-11-14,525.819,4316.049,1369.881,504.368,413.203,337.592,5082.586,4418.899,6904.882,286.841
2006-11-15,527.297,4329.045,1370.528,505.798,410.93,337.104,5095.1,4431.297,6943.715,288.714
2006-11-16,527.844,4332.646,1375.256,508.302,412.709,339.329,5085.686,4440.78,6957.639,288.933
2006-11-17,526.772,4326.3,1363.293,507.078,404.335,333.79,5037.23,4445.16,6916.523,287.585
2006-11-20,525.439,4314.275,1363.887,506.121,405.938,331.261,5046.786,4444.338,6934.256,288.121
2006-11-21,527.051,4325.744,1374.659,508.443,411.171,337.553,5097.219,4452.056,6949.047,288.837
2006-11-22,530.882,4355.886,1389.528,515.435,414.282,338.18,5134.773,4463.845,7001.819,291.758
2006-11-23,531.148,4357.553,1392.148,516.61,414.915,339.529,5141.481,4463.845,6993.05,291.441
2006-11-24,530.668,4352.656,1394.46,517.06,417.721,341.065,5124.532,4449.029,7017.541,292.389
2006-11-27,525.567,4307.156,1394.717,519.542,419.34,341.475,5033.725,4387.012,6928.832,288.191
2006-11-28,525.446,4310.452,1378.408,510.544,416.294,342.928,5022.451,4402.706,6922.158,287.91
2006-11-29,531.84,4361.55,1400.233,516.162,424.705,352.632,5137.731,4446.383,7014.96,291.915
2006-11-30,533.849,4376.153,1412.502,522.09,427.177,355.659,5166.073,4450.719,7021.936,291.669
2006-12-01,533.205,4369.69,1415.164,524.455,428.928,356.79,5122.017,4440.141,7009.808,290.243
2006-12-04,536.443,4396.965,1421.055,523.622,430.644,360.113,5226.518,4479.142,7050.01,292.135
2006-12-05,538.764,4413.674,1435.731,527.419,435.337,365.986,5320.091,4496.387,7088.52,294.628
2006-12-06,539.554,4419.453,1440.419,530.198,435.684,366.036,5327.119,4491.347,7096.541,294.861
2006-12-07,539.389,4417.919,1440.638,528.92,438.13,366.718,5324.084,4472.863,7126.343,296.055
2006-12-08,539.365,4420.319,1430.989,521.943,437.918,366.253,5335.172,4479.955,7143.326,296.627
2006-12-11,539.053,4419.144,1425.051,519.251,434.33,362.223,5357.752,4489.869,7128.747,296.501
2006-12-12,539.553,4426.333,1414.954,513.903,433.573,361.428,5325.381,4484.452,7168.024,297.428
2006-12-13,540.752,4436.75,1415.971,514.264,432.758,359.017,5348.792,4489.857,7202.782,299.316
2006-12-14,544.345,4464.047,1433.431,521.8,436.272,362.357,5413.49,4527.804,7218.529,299.67
2006-12-15,544.599,4464.16,1441.369,525.095,439.261,364.367,5422.598,4531.85,7212.113,299.474
2006-12-18,543.499,4452.737,1447.351,529.073,440.216,364.408,5411.022,4515.434,7195.436,298.819
2006-12-19,542.821,4452.732,1425.045,519.226,433.155,356.667,5378.693,4524.859,7204.185,299.104
2006-12-20,544.67,4464.377,1442.924,527.459,439.571,361.76,5382.289,4519.088,7232.277,300.879
2006-12-21,543.308,4452.085,1443.472,526.825,442.068,361.601,5367.095,4503.151,7214.146,300.113
2006-12-22,541.191,4433.132,1443.795,528.395,440.755,359.254,5352.957,4480.465,7178.067,297.43
2006-12-25,540.941,4431.425,1441.842,528.046,439.155,358.086,5352.995,4480.465,7178.067,297.43
2006-12-26,541.861,4438.888,1444.568,529.507,437.248,357.34,5397.498,4498.846,7166.096,296.967
2006-12-27,546.429,4474.365,1463.956,536.494,442.228,361.205,5488.434,4531.403,7235.404,300.595
2006-12-28,546.802,4475.479,1472.129,539.634,445.427,365.444,5502.594,4524.647,7246.862,300.986
2006-12-29,545.897,4466.298,1476.239,541.515,445.486,367.452,5528.109,4504.774,7247.577,301.859
2007-01-01,545.902,4466.298,1476.806,541.515,445.685,367.452,5528.109,4504.774,7247.577,301.859
2007-01-02,550.223,4498.805,1499.022,549.897,451.624,369.937,5617.986,4504.774,7391.377,308.089
2007-01-03,548.087,4482.093,1490.394,548.227,448.692,368.949,5550.477,4501.486,7347.427,306.356
2007-01-04,545.951,4469.223,1467.638,540.339,439.835,365.421,5487.009,4509.284,7267.049,302.865
2007-01-05,540.411,4425.407,1447.044,535.714,433.935,361.575,5324.463,4481.153,7151.397,297.932
2007-01-08,540.778,4430.832,1439.107,527.894,435.071,361.685,5368.37,4491.942,7152.024,298.291
2007-01-09,540.676,4434.912,1420.672,526.509,422.742,342.453,5268.586,4491.443,7163.976,298.729
2007-01-10,537.705,4413.02,1403.749,517.395,417.52,338.886,5286.79,4503.788,7088.553,295.119
2007-01-11,541.475,4443.669,1414.646,517.497,424.789,345.003,5365.605,4535.106,7179.222,298.72
2007-01-12,546.091,4480.059,1432.22,527.467,425.76,343.349,5409.487,4557.392,7236.934,300.552
2007-01-15,548.657,4497.45,1452.454,535.072,435.161,352.22,5423.473,4557.392,7284.01,301.818
2007-01-16,547.523,4488.061,1449.799,536.736,432.308,348.016,5376.762,4562.283,7240.87,300.533
2007-01-17,547.641,4489.685,1447.688,535.165,430.483,342.567,5411.053,4558.461,7246.755,299.972
2007-01-18,546.852,4481.269,1452.792,537.86,434.527,344.385,5364.567,4543.36,7244.252,299.696
2007-01-19,548.792,4498.592,1452.691,534.304,434.411,347.818,5461.838,4557.303,7292.003,302.085
2007-01-22,547.984,4488.341,1463.936,537.24,440.919,352.919,5482.825,4533.404,7270.711,300.741
2007-01-23,550.265,4507.754,1467.352,536.712,441.267,353.62,5556.008,4549.893,7311.359,302.197
2007-01-24,553.965,4536.275,1483.828,543.869,443.191,354.46,5639.625,4589.648,7337.889,303.781
2007-01-25,550.255,4504.56,1478.805,541.972,442.713,355.688,5604.495,4538.219,7322.215,303.192
2007-01-26,547.021,4480.306,1461.912,534.335,438.691,351.537,5562.143,4532.756,7235.071,299.881
2007-01-29,547.263,4485.606,1450.305,531.919,434.988,348.368,5471.907,4529.4,7270.447,301.957
2007-01-30,550.139,4509.161,1457.991,534.086,436.266,349.148,5536.366,4555.491,7307.538,303.961
2007-01-31,551.446,4519.915,1461.328,530.402,440.699,352.798,5623.902,4586.413,7291.19,303.896
2007-02-01,556.761,4562.356,1479.537,535.082,449.205,359.545,5694.751,4611.673,7389.409,306.998
2007-02-02,557.66,4567.313,1490.824,542.135,448.731,359.377,5724.212,4620.596,7399.178,307.142
2007-02-05,556.683,4557.539,1494.783,544.076,448.968,361.848,5742.15,4617.513,7376.829,306.103
2007-02-06,558.743,4572.992,1505.509,547.939,452.758,364.41,5774.676,4621.55,7415.945,307.027
2007-02-07,560.531,4588.952,1505.431,549.812,450.921,362.522,5753.741,4631.544,7477.189,310.118
2007-02-08,558.511,4572.555,1499.488,550.153,443.899,354.115,5752.899,4626.242,7425.251,308.836
2007-02-09,557.462,4563.513,1498.342,550.44,445.3,354.054,5699.158,4592.248,7437.979,309.393
2007-02-12,554.332,4541.007,1478.463,544.363,436.434,344.244,5641.095,4575.95,7376.126,306.26
2007-02-13,558.277,4574.654,1484.052,539.033,444.205,350.834,5758.524,4611.909,7417.408,309.098
2007-02-14,564.631,4625.474,1505.565,544.482,452.817,358.079,5869.057,4648.716,7541.17,314.258
2007-02-15,566.712,4641.042,1516.565,551.53,453.783,356.317,5868.524,4654.674,7543.974,314.677
2007-02-16,566.07,4634.428,1519.82,553.08,455.973,357.852,5850.173,4651.589,7522.564,313.761
2007-02-19,567.098,4642.605,1523.478,552.625,460.293,360.042,5857.425,4651.589,7559.526,315.733
2007-02-20,567.293,4645.563,1518.967,552.464,456.531,356.649,5841.167,4666.128,7543.841,315.246
2007-02-21,565.394,4628.118,1520.88,553.367,456.177,357.323,5858.853,4660.626,7480.144,313.315
2007-02-22,566.299,4633.394,1531.175,554.352,462.518,360.975,5917.805,4657.826,7493.93,313.562
2007-02-23,567.171,4642.774,1525.26,553.034,462.998,361.821,5833.414,4642.116,7545.221,315.265
2007-02-26,568.191,4651.755,1525.651,552.134,465.816,366.436,5816.83,4636.533,7580.482,316.955
2007-02-27,553.84,4536.523,1478.797,545.068,448.065,352.926,5427.69,4477.583,7396.686,309.142
2007-02-28,548.758,4498.258,1452.863,531.533,438.367,344.793,5472.703,4502.528,7265.326,304.107
2007-03-01,545.101,4471.281,1431.38,526.145,426.594,333.629,5417.864,4490.891,7175.242,299.242
2007-03-02,540.995,4436.865,1424.18,523.293,427.915,335.794,5334.403,4438.089,7158.061,298.48
2007-03-05,531.743,4369.197,1370.021,500.572,413.327,324.819,5179.468,4393.708,7035.565,293.887
2007-03-06,539.633,4430.444,1403.352,511.469,420.623,330.993,5390.171,4462.312,7105.481,296.231
2007-03-07,540.915,4441.054,1405.879,513.012,421.935,330.715,5372.773,4453.114,7176.055,298.731
2007-03-08,546.28,4481.433,1433.78,523.661,428.956,334.817,5490.624,4485.057,7262.817,302.766
2007-03-09,547.258,4487.152,1444.574,523.766,436.367,342.672,5563.228,4488.458,7273.873,303.116
2007-03-12,549.35,4503.005,1454.794,530.576,435.76,340.226,5582.876,4501.263,7276.956,303.526
2007-03-13,542.026,4440.522,1444.288,530.825,432.715,339.697,5428.17,4411.741,7208.65,300.417
2007-03-14,536.778,4401.339,1417.349,517.688,423.349,334.304,5439.288,4440.012,7036.182,293.3
2007-03-15,542.487,4446.862,1436.216,524.293,430.811,339.232,5487.044,4457.773,7188.922,299.68
2007-03-16,541.906,4442.159,1434.895,524.29,431.844,341.343,5443.269,4440.842,7220.586,301.241
2007-03-19,548.15,4492.91,1452.575,529.036,438.141,347.218,5540.173,4490.281,7320.847,305.969
2007-03-20,551.937,4524.605,1460.236,531.444,438.098,343.916,5621.927,4519.288,7372.821,307.539
2007-03-21,557.748,4571.601,1477.927,535.755,441.943,347.468,5774.772,4596.336,7414.709,308.521
2007-03-22,562.674,4609.979,1498.106,542.042,452.763,355.191,5798.669,4594.712,7551.943,315.372
2007-03-23,563.453,4616.12,1501.038,541.753,456.813,359.117,5790.787,4598.601,7556.573,315.79
2007-03-26,562.959,4610.809,1504.3,542.992,457.978,362.131,5798.594,4602.473,7511.586,313.626
2007-03-27,560.846,4593.418,1498.958,542.53,455.865,359.306,5746.255,4573.927,7512.045,314.233
2007-03-28,557.815,4570.057,1485.471,537.262,454.11,361.218,5665.389,4538.759,7478.759,312.776
2007-03-29,560.301,4587.331,1503.294,540.627,460.139,365.06,5807.938,4555.26,7544.618,315.953
2007-03-30,560.002,4582.512,1511.062,542.848,461.953,363.534,5863.775,4551.226,7531.844,315.718
2007-04-02,561.326,4594.697,1509.733,541.308,461.967,362.483,5880.432,4564.111,7594.896,318.206
2007-04-03,566.662,4638.187,1524.775,546.469,464.571,361.973,5980.977,4607.698,7672.797,322.009
2007-04-04,569.177,4655.962,1541.727,554.739,468.154,364.661,6015.134,4612.967,7685.408,323.099
