date,adjclose,close,high,low,open,volume
2004-01-02,1791.3499755859375,1791.3499755859375,1795.6300048828125,1768.77001953125,1768.780029296875,148575200.0
2004-01-05,1828.6600341796875,1828.6600341796875,1831.6300048828125,1782.969970703125,1797.75,207981200.0
2004-01-06,1828.719970703125,1828.719970703125,1856.9100341796875,1824.780029296875,1838.4100341796875,199559800.0
2004-01-07,1835.9599609375,1835.9599609375,1839.93994140625,1820.3399658203125,1821.27001953125,667266000.0
2004-01-08,1841.6800537109375,1841.6800537109375,1853.800048828125,1837.0400390625,1838.0400390625,287469400.0
2004-01-09,1852.530029296875,1852.530029296875,1867.6300048828125,1848.8599853515625,1859.9200439453125,290463000.0
2004-01-12,1842.489990234375,1842.489990234375,1852.0699462890625,1837.8199462890625,1845.8399658203125,176869200.0
2004-01-13,1861.56005859375,1861.56005859375,1861.56005859375,1844.31005859375,1849.56005859375,258915200.0
2004-01-14,1860.530029296875,1860.530029296875,1872.27001953125,1853.9000244140625,1856.5,318576000.0
2004-01-15,1829.97998046875,1829.97998046875,1867.2900390625,1828.0799560546875,1863.530029296875,297328600.0
2004-01-16,1836.8699951171875,1836.8699951171875,1845.9000244140625,1833.0899658203125,1835.0,168044600.0
2004-01-19,1849.2099609375,1849.2099609375,1852.1500244140625,1833.72998046875,1848.8800048828125,109298400.0
2004-01-20,1865.43994140625,1865.43994140625,1868.22998046875,1849.2099609375,1855.1800537109375,129828800.0
2004-01-21,1889.56005859375,1889.56005859375,1893.989990234375,1871.050048828125,1879.5400390625,142273100.0
2004-01-22,,,,,,
2004-01-23,,,,,,
2004-01-26,1899.97998046875,1899.97998046875,1905.1600341796875,1883.8399658203125,1901.300048828125,206612400.0
2004-01-27,1904.550048828125,1904.550048828125,1912.9300537109375,1888.6300048828125,1909.0,155241600.0
2004-01-28,1862.8399658203125,1862.8399658203125,1899.8900146484375,1859.4000244140625,1899.8900146484375,137608200.0
2004-01-29,1842.3199462890625,1842.3199462890625,1849.52001953125,1834.5999755859375,1849.52001953125,161401200.0
2004-01-30,1848.3599853515625,1848.3599853515625,1859.5799560546875,1841.1400146484375,1853.3800048828125,120572700.0
2004-02-02,,,,,,
2004-02-03,1845.1300048828125,1845.1300048828125,1847.0400390625,1817.4599609375,1835.1199951171875,184695200.0
2004-02-04,1834.6400146484375,1834.6400146484375,1853.5400390625,1830.050048828125,1844.8299560546875,134531600.0
2004-02-05,1828.6600341796875,1828.6600341796875,1838.43994140625,1824.9300537109375,1832.199951171875,147266000.0
2004-02-06,1854.4100341796875,1854.4100341796875,1864.22998046875,1842.47998046875,1844.3399658203125,194285200.0
2004-02-09,1888.199951171875,1888.199951171875,1888.199951171875,1865.1600341796875,1869.219970703125,159597400.0
2004-02-10,1872.6800537109375,1872.6800537109375,1888.93994140625,1868.7099609375,1888.8599853515625,249948400.0
2004-02-11,1868.510009765625,1868.510009765625,1880.22998046875,1863.239990234375,1874.5899658203125,159259400.0
2004-02-12,1862.93994140625,1862.93994140625,1883.93994140625,1858.2099609375,1883.93994140625,175088800.0
2004-02-13,1864.0699462890625,1864.0699462890625,1871.1199951171875,1859.56005859375,1862.68994140625,150988800.0
2004-02-16,1861.3900146484375,1861.3900146484375,1867.300048828125,1857.260009765625,1864.18994140625,144753200.0
2004-02-17,1893.469970703125,1893.469970703125,1893.469970703125,1868.7900390625,1868.97998046875,125237400.0
2004-02-18,1888.510009765625,1888.510009765625,1902.8699951171875,1888.3299560546875,1900.56005859375,181064600.0
2004-02-19,1889.9599609375,1889.9599609375,1894.780029296875,1884.97998046875,1888.2099609375,145499000.0
2004-02-20,1891.780029296875,1891.780029296875,1894.25,1885.8599853515625,1889.6099853515625,88624000.0
2004-02-23,1884.530029296875,1884.530029296875,1892.699951171875,1879.7099609375,1890.8599853515625,94078400.0
2004-02-24,1878.4100341796875,1878.4100341796875,1886.1400146484375,1874.4300537109375,1883.1700439453125,120938000.0
2004-02-25,1868.280029296875,1868.280029296875,1880.0799560546875,1864.0400390625,1878.5400390625,105539800.0
2004-02-26,1888.699951171875,1888.699951171875,1888.699951171875,1873.550048828125,1875.6600341796875,101741200.0
2004-02-27,1888.6300048828125,1888.6300048828125,1895.4300537109375,1881.2900390625,1893.0,169944800.0
2004-03-01,1891.72998046875,1891.72998046875,1904.9100341796875,1887.27001953125,1898.0899658203125,167542800.0
2004-03-02,1892.9300537109375,1892.9300537109375,1904.93994140625,1876.9000244140625,1904.469970703125,190222200.0
2004-03-03,1880.5799560546875,1880.5799560546875,1896.27001953125,1871.239990234375,1891.18994140625,176080800.0
2004-03-04,1893.010009765625,1893.010009765625,1893.9599609375,1883.6800537109375,1884.3599853515625,183129200.0
2004-03-05,1891.5400390625,1891.5400390625,1897.260009765625,1885.1099853515625,1896.9100341796875,150940800.0
2004-03-08,1888.3499755859375,1888.3499755859375,1902.3299560546875,1883.6400146484375,1902.18994140625,96967400.0
2004-03-09,1885.199951171875,1885.199951171875,1893.3800048828125,1872.969970703125,1881.5999755859375,178664800.0
2004-03-10,1875.02001953125,1875.02001953125,1880.8800048828125,1859.969970703125,1880.4100341796875,149287200.0
2004-03-11,1847.780029296875,1847.780029296875,1858.75,1842.5400390625,1857.97998046875,150708400.0
2004-03-12,1835.0799560546875,1835.0799560546875,1841.3499755859375,1813.489990234375,1821.5400390625,166185400.0
2004-03-15,1838.22998046875,1838.22998046875,1851.1700439453125,1835.780029296875,1846.969970703125,115265000.0
2004-03-16,1826.3199462890625,1826.3199462890625,1831.0699462890625,1822.2900390625,1829.02001953125,134085400.0
2004-03-17,1833.5699462890625,1833.5699462890625,1843.5999755859375,1833.5699462890625,1838.1500244140625,189835800.0
2004-03-18,1835.1800537109375,1835.1800537109375,1856.3199462890625,1835.1800537109375,1849.510009765625,175837000.0
2004-03-19,1839.1199951171875,1839.1199951171875,1843.989990234375,1833.56005859375,1838.300048828125,155183000.0
2004-03-22,1812.1600341796875,1812.1600341796875,1837.6600341796875,1812.1600341796875,1835.530029296875,148692600.0
2004-03-23,1818.4100341796875,1818.4100341796875,1822.9100341796875,1793.760009765625,1801.199951171875,152626400.0
2004-03-24,1835.2900390625,1835.2900390625,1840.31005859375,1815.68994140625,1818.0699462890625,179395200.0
2004-03-25,1830.4000244140625,1830.4000244140625,1844.8699951171875,1820.47998046875,1840.3800048828125,126614000.0
2004-03-26,1827.1099853515625,1827.1099853515625,1844.3699951171875,1824.8199462890625,1839.0400390625,127623600.0
2004-03-29,1835.5400390625,1835.5400390625,1835.780029296875,1820.8699951171875,1829.2900390625,69638000.0
2004-03-30,1844.5400390625,1844.5400390625,1861.6400146484375,1840.5899658203125,1847.2099609375,136446000.0
2004-03-31,1858.9200439453125,1858.9200439453125,1863.2900390625,1850.1800537109375,1850.4599609375,125542400.0
2004-04-01,1870.699951171875,1870.699951171875,1870.699951171875,1851.7900390625,1856.800048828125,142090600.0
2004-04-02,1880.449951171875,1880.449951171875,1882.030029296875,1873.760009765625,1875.8800048828125,164080800.0
2004-04-05,1890.199951171875,1890.199951171875,1894.510009765625,1878.8299560546875,1891.72998046875,146192600.0
2004-04-06,1881.6700439453125,1881.6700439453125,1898.3399658203125,1880.4000244140625,1895.780029296875,124039000.0
2004-04-07,1884.4300537109375,1884.4300537109375,1893.8299560546875,1882.5400390625,1887.9200439453125,134871800.0
2004-04-08,1901.9200439453125,1901.9200439453125,1901.9200439453125,1883.9100341796875,1887.5400390625,107469800.0
2004-04-09,,,,,,
2004-04-12,1898.27001953125,1898.27001953125,1902.8199462890625,1892.030029296875,1902.8199462890625,65638400.0
2004-04-13,1895.510009765625,1895.510009765625,1906.27001953125,1894.510009765625,1904.3299560546875,101047000.0
2004-04-14,1869.6700439453125,1869.6700439453125,1888.280029296875,1866.780029296875,1888.280029296875,119107800.0
2004-04-15,1844.3800048828125,1844.3800048828125,1876.239990234375,1844.3800048828125,1874.68994140625,146276400.0
2004-04-16,1853.989990234375,1853.989990234375,1859.47998046875,1846.72998046875,1846.72998046875,105624400.0
2004-04-19,1844.7099609375,1844.7099609375,1860.5799560546875,1844.7099609375,1857.760009765625,125990000.0
2004-04-20,1850.4200439453125,1850.4200439453125,1857.4300537109375,1847.2099609375,1851.719970703125,110053000.0
2004-04-21,1848.4100341796875,1848.4100341796875,1853.510009765625,1845.56005859375,1847.8699951171875,104573000.0
2004-04-22,1863.7099609375,1863.7099609375,1866.3299560546875,1855.3599853515625,1856.25,184273800.0
2004-04-23,1867.6400146484375,1867.6400146484375,1881.280029296875,1865.5,1879.1600341796875,125450600.0
2004-04-26,1849.3800048828125,1849.3800048828125,1870.949951171875,1847.1400146484375,1868.3699951171875,102051800.0
2004-04-27,1853.5799560546875,1853.5799560546875,1863.2099609375,1850.52001953125,1850.8199462890625,99839200.0
2004-04-28,1847.760009765625,1847.760009765625,1856.6300048828125,1844.969970703125,1853.06005859375,107642400.0
2004-04-29,1812.1300048828125,1812.1300048828125,1838.0699462890625,1812.1300048828125,1838.0699462890625,212971400.0
2004-04-30,1842.030029296875,1842.030029296875,1842.4000244140625,1794.050048828125,1810.18994140625,227040200.0
2004-05-03,1839.22998046875,1839.22998046875,1844.8599853515625,1828.6400146484375,1841.3900146484375,82816200.0
2004-05-04,1865.3499755859375,1865.3499755859375,1874.0699462890625,1838.530029296875,1838.530029296875,136954400.0
2004-05-05,1879.43994140625,1879.43994140625,1879.43994140625,1860.1700439453125,1876.1099853515625,194156400.0
2004-05-06,1866.6099853515625,1866.6099853515625,1882.3800048828125,1862.6700439453125,1880.1099853515625,163586200.0
2004-05-07,1843.719970703125,1843.719970703125,1863.739990234375,1839.8299560546875,1861.25,142805800.0
2004-05-10,1791.780029296875,1791.780029296875,1827.050048828125,1788.4200439453125,1826.68994140625,204501200.0
2004-05-11,1803.3900146484375,1803.3900146484375,1806.1099853515625,1782.3199462890625,1797.25,204110000.0
2004-05-12,1802.1700439453125,1802.1700439453125,1811.4000244140625,1799.5,1807.8900146484375,153445400.0
2004-05-13,1778.5899658203125,1778.5899658203125,1802.0,1771.25,1802.0,151229200.0
2004-05-14,1754.9599609375,1754.9599609375,1785.0799560546875,1753.6199951171875,1778.5400390625,200218000.0
2004-05-17,1700.3299560546875,1700.3299560546875,1745.8900146484375,1690.3499755859375,1745.8900146484375,195412400.0
2004-05-18,1722.800048828125,1722.800048828125,1730.800048828125,1702.7099609375,1717.550048828125,160538000.0
2004-05-19,1765.260009765625,1765.260009765625,1766.9100341796875,1740.0899658203125,1741.0899658203125,194865600.0
2004-05-20,1741.5699462890625,1741.5699462890625,1759.989990234375,1738.699951171875,1759.800048828125,125545400.0
2004-05-21,1767.22998046875,1767.22998046875,1768.1700439453125,1745.8199462890625,1747.1700439453125,117341400.0
2004-05-24,1779.7900390625,1779.7900390625,1780.7900390625,1762.75,1774.9200439453125,95490800.0
2004-05-25,1766.4200439453125,1766.4200439453125,1775.97998046875,1761.43994140625,1771.06005859375,83068000.0
2004-05-26,1776.699951171875,1776.699951171875,1791.9599609375,1772.760009765625,1787.72998046875,92723000.0
2004-05-27,1778.550048828125,1778.550048828125,1783.5,1773.7099609375,1781.699951171875,109727200.0
2004-05-28,1787.1800537109375,1787.1800537109375,1805.47998046875,1787.1800537109375,1792.300048828125,136776800.0
2004-05-31,1788.6600341796875,1788.6600341796875,1793.4599609375,1773.1199951171875,1791.8900146484375,63620200.0
2004-06-01,1791.969970703125,1791.969970703125,1793.9000244140625,1783.1700439453125,1787.3800048828125,42033400.0
2004-06-02,,,,,,
2004-06-03,1780.8800048828125,1780.8800048828125,1797.760009765625,1767.260009765625,1787.550048828125,140298400.0
2004-06-04,1791.699951171875,1791.699951171875,1791.699951171875,1771.1700439453125,1783.4599609375,89782200.0
2004-06-07,1818.0,1818.0,1823.5400390625,1795.9599609375,1800.27001953125,124227600.0
2004-06-08,1820.1400146484375,1820.1400146484375,1834.8499755859375,1819.199951171875,1831.0899658203125,97091400.0
2004-06-09,1820.1199951171875,1820.1199951171875,1828.530029296875,1816.469970703125,1823.0899658203125,92991800.0
2004-06-10,1828.7900390625,1828.7900390625,1828.7900390625,1810.8499755859375,1814.0799560546875,105108800.0
2004-06-11,1823.1400146484375,1823.1400146484375,1829.4300537109375,1817.1500244140625,1829.280029296875,81963800.0
2004-06-14,1814.06005859375,1814.06005859375,1830.2099609375,1809.68994140625,1824.0,83387400.0
2004-06-15,1820.5,1820.5,1820.5,1800.3900146484375,1808.300048828125,120170600.0
2004-06-16,1831.31005859375,1831.31005859375,1833.47998046875,1819.719970703125,1827.510009765625,121127600.0
2004-06-17,1814.1500244140625,1814.1500244140625,1828.0699462890625,1809.97998046875,1827.5999755859375,120479000.0
2004-06-18,1791.6199951171875,1791.6199951171875,1810.1700439453125,1786.5400390625,1809.72998046875,118606600.0
2004-06-21,1787.1500244140625,1787.1500244140625,1808.510009765625,1782.2900390625,1808.510009765625,99039600.0
2004-06-22,1785.9300537109375,1785.9300537109375,1793.0799560546875,1779.3900146484375,1785.8299560546875,61554200.0
2004-06-23,1794.6500244140625,1794.6500244140625,1803.5799560546875,1789.5899658203125,1792.280029296875,107594400.0
2004-06-24,1799.47998046875,1799.47998046875,1808.030029296875,1796.5699462890625,1805.530029296875,128234800.0
2004-06-25,1805.5400390625,1805.5400390625,1806.8499755859375,1797.8900146484375,1799.0400390625,86203200.0
2004-06-28,1816.4200439453125,1816.4200439453125,1819.6700439453125,1803.449951171875,1807.1500244140625,138746000.0
2004-06-29,1830.239990234375,1830.239990234375,1836.010009765625,1810.760009765625,1817.9200439453125,173141600.0
2004-06-30,1838.0,1838.0,1844.8900146484375,1828.9000244140625,1830.97998046875,172448200.0
2004-07-01,1844.1800537109375,1844.1800537109375,1851.739990234375,1838.1700439453125,1840.31005859375,101903800.0
2004-07-02,1839.3299560546875,1839.3299560546875,1851.780029296875,1830.280029296875,1837.0899658203125,115126000.0
2004-07-05,1862.75,1862.75,1865.8599853515625,1836.3900146484375,1836.3900146484375,86343600.0
2004-07-06,1874.5699462890625,1874.5699462890625,1891.9100341796875,1867.449951171875,1868.699951171875,185350200.0
2004-07-07,1873.75,1873.75,1877.050048828125,1864.75,1870.27001953125,121365000.0
2004-07-08,1860.5,1860.5,1870.050048828125,1853.3800048828125,1869.8800048828125,111036800.0
2004-07-09,1862.030029296875,1862.030029296875,1864.800048828125,1853.280029296875,1860.4200439453125,91198000.0
2004-07-12,1870.8900146484375,1870.8900146484375,1876.1700439453125,1859.6700439453125,1868.31005859375,129694800.0
2004-07-13,1878.1500244140625,1878.1500244140625,1880.2900390625,1864.4300537109375,1875.9200439453125,131308600.0
2004-07-14,1870.9000244140625,1870.9000244140625,1882.2900390625,1867.8900146484375,1875.1199951171875,102574200.0
2004-07-15,1867.56005859375,1867.56005859375,1875.27001953125,1856.3699951171875,1870.780029296875,162261200.0
2004-07-16,1871.469970703125,1871.469970703125,1876.030029296875,1856.010009765625,1859.2099609375,123237600.0
2004-07-19,1881.77001953125,1881.77001953125,1881.77001953125,1866.8499755859375,1867.260009765625,119813400.0
2004-07-20,1865.260009765625,1865.260009765625,1874.1600341796875,1853.9599609375,1873.7099609375,136827400.0
2004-07-21,1873.1700439453125,1873.1700439453125,1879.47998046875,1869.1099853515625,1869.530029296875,131750200.0
2004-07-22,1862.969970703125,1862.969970703125,1867.8599853515625,1856.489990234375,1865.1199951171875,92204200.0
2004-07-23,1850.260009765625,1850.260009765625,1860.06005859375,1850.239990234375,1856.27001953125,125218200.0
2004-07-26,1855.97998046875,1855.97998046875,1857.5400390625,1842.3699951171875,1844.3299560546875,125875200.0
2004-07-27,1869.0799560546875,1869.0799560546875,1875.6400146484375,1856.1199951171875,1857.2900390625,129465200.0
2004-07-28,1875.25,1875.25,1881.239990234375,1872.6700439453125,1876.449951171875,155016000.0
2004-07-29,1892.1099853515625,1892.1099853515625,1892.1099853515625,1865.449951171875,1871.4200439453125,139430200.0
2004-07-30,1891.7099609375,1891.7099609375,1895.97998046875,1884.699951171875,1892.6500244140625,122584400.0
2004-08-02,1887.4100341796875,1887.4100341796875,1892.550048828125,1881.52001953125,1886.97998046875,87678800.0
2004-08-03,1911.800048828125,1911.800048828125,1915.199951171875,1889.9000244140625,1890.02001953125,221604600.0
2004-08-04,1903.8499755859375,1903.8499755859375,1914.22998046875,1902.8299560546875,1909.0999755859375,287803600.0
2004-08-05,1935.699951171875,1935.699951171875,1942.800048828125,1909.6199951171875,1909.8900146484375,323382400.0
2004-08-06,1922.75,1922.75,1935.27001953125,1920.22998046875,1931.0400390625,237854800.0
2004-08-09,1922.75,1922.75,1922.75,1922.75,1922.75,39093200.0
2004-08-10,1901.4100341796875,1901.4100341796875,1915.1300048828125,1895.7900390625,1913.4100341796875,167988600.0
2004-08-11,1896.18994140625,1896.18994140625,1911.949951171875,1889.3399658203125,1909.4000244140625,206663600.0
2004-08-12,1888.1800537109375,1888.1800537109375,1892.6199951171875,1881.9000244140625,1888.0999755859375,175758800.0
2004-08-13,1872.8800048828125,1872.8800048828125,1881.280029296875,1861.5699462890625,1876.18994140625,178402200.0
2004-08-16,1877.5999755859375,1877.5999755859375,1879.8900146484375,1870.300048828125,1871.5400390625,150568800.0
2004-08-17,1880.52001953125,1880.52001953125,1893.8499755859375,1880.52001953125,1885.75,88796000.0
2004-08-18,1890.6800537109375,1890.6800537109375,1894.719970703125,1883.9100341796875,1885.6199951171875,148518000.0
2004-08-19,1907.050048828125,1907.050048828125,1909.8299560546875,1897.8399658203125,1899.3199462890625,190600400.0
2004-08-20,1894.9300537109375,1894.9300537109375,1902.780029296875,1891.31005859375,1900.3399658203125,127894600.0
2004-08-23,1901.22998046875,1901.22998046875,1906.5400390625,1898.3900146484375,1903.72998046875,102126000.0
2004-08-24,1905.4000244140625,1905.4000244140625,1905.4000244140625,1891.3599853515625,1898.7900390625,111355200.0
2004-08-25,1917.0899658203125,1917.0899658203125,1919.02001953125,1899.780029296875,1902.75,202842400.0
2004-08-26,1919.0999755859375,1919.0999755859375,1933.780029296875,1915.969970703125,1919.1500244140625,175404200.0
2004-08-27,1915.9000244140625,1915.9000244140625,1922.8599853515625,1910.18994140625,1915.9599609375,108812600.0
2004-08-30,1905.449951171875,1905.449951171875,1923.8399658203125,1895.8199462890625,1917.5400390625,104348400.0
2004-08-31,1918.3399658203125,1918.3399658203125,1919.280029296875,1902.800048828125,1903.8900146484375,124505800.0
2004-09-01,1929.47998046875,1929.47998046875,1933.280029296875,1920.5699462890625,1921.47998046875,196905400.0
2004-09-02,1940.8599853515625,1940.8599853515625,1945.7099609375,1934.3499755859375,1934.510009765625,167468000.0
2004-09-03,1936.550048828125,1936.550048828125,1942.1800537109375,1933.5899658203125,1938.2900390625,135789600.0
2004-09-06,1937.4300537109375,1937.4300537109375,1944.969970703125,1930.3299560546875,1934.0799560546875,100497000.0
2004-09-07,1961.469970703125,1961.469970703125,1961.469970703125,1937.4599609375,1941.47998046875,133910000.0
2004-09-08,1959.1300048828125,1959.1300048828125,1973.1700439453125,1954.0699462890625,1959.81005859375,153644200.0
2004-09-09,1965.280029296875,1965.280029296875,1966.280029296875,1955.0400390625,1960.5699462890625,112410800.0
2004-09-10,1967.699951171875,1967.699951171875,1967.699951171875,1953.510009765625,1965.510009765625,153674600.0
2004-09-13,1985.7900390625,1985.7900390625,1986.719970703125,1972.4200439453125,1974.9000244140625,201940000.0
2004-09-14,1994.1300048828125,1994.1300048828125,1994.1300048828125,1979.72998046875,1987.5799560546875,152273400.0
2004-09-15,2003.989990234375,2003.989990234375,2007.97998046875,1995.1300048828125,1999.449951171875,236969400.0
2004-09-16,1997.1199951171875,1997.1199951171875,2003.9599609375,1986.3800048828125,1999.8800048828125,126559600.0
2004-09-17,2003.56005859375,2003.56005859375,2003.56005859375,1990.030029296875,1998.6300048828125,162656400.0
2004-09-20,1988.1099853515625,1988.1099853515625,2007.1500244140625,1987.8399658203125,2005.4599609375,133396800.0
2004-09-21,2001.8699951171875,2001.8699951171875,2002.5699462890625,1982.050048828125,1988.550048828125,120151800.0
2004-09-22,1993.550048828125,1993.550048828125,2004.8800048828125,1990.0999755859375,2003.719970703125,113244200.0
2004-09-23,1988.6400146484375,1988.6400146484375,1988.6400146484375,1977.5999755859375,1982.3800048828125,151145400.0
2004-09-24,1973.4599609375,1973.4599609375,1989.530029296875,1971.3199462890625,1983.260009765625,183864800.0
2004-09-27,1983.3900146484375,1983.3900146484375,1983.3900146484375,1970.25,1970.3800048828125,114911400.0
2004-09-28,1979.0999755859375,1979.0999755859375,1981.3900146484375,1970.949951171875,1980.739990234375,152939200.0
2004-09-29,1974.3499755859375,1974.3499755859375,1984.449951171875,1972.1500244140625,1984.449951171875,85996400.0
2004-09-30,1984.739990234375,1984.739990234375,1993.0400390625,1980.8299560546875,1980.8299560546875,141052800.0
2004-10-01,1981.1400146484375,1981.1400146484375,1998.489990234375,1981.1400146484375,1986.9599609375,131212800.0
2004-10-04,2013.8900146484375,2013.8900146484375,2014.030029296875,1998.31005859375,2001.1800537109375,209912000.0
2004-10-05,2011.739990234375,2011.739990234375,2018.5400390625,2004.0699462890625,2014.780029296875,149731800.0
2004-10-06,2016.0400390625,2016.0400390625,2019.469970703125,2006.239990234375,2014.0,154996800.0
2004-10-07,2006.18994140625,2006.18994140625,2021.9100341796875,2003.760009765625,2020.6700439453125,152165600.0
2004-10-08,2004.300048828125,2004.300048828125,2010.780029296875,1999.6500244140625,2000.8299560546875,129224400.0
2004-10-11,1991.989990234375,1991.989990234375,2001.9599609375,1989.1800537109375,2000.5799560546875,87880400.0
2004-10-12,1971.0400390625,1971.0400390625,1993.8900146484375,1965.510009765625,1993.47998046875,218358000.0
2004-10-13,1971.1500244140625,1971.1500244140625,1976.719970703125,1962.4300537109375,1974.93994140625,181362800.0
2004-10-14,1951.469970703125,1951.469970703125,1960.800048828125,1948.5699462890625,1958.3699951171875,123728400.0
2004-10-15,1962.5400390625,1962.5400390625,1970.5899658203125,1944.06005859375,1945.2099609375,94224600.0
2004-10-18,1950.550048828125,1950.550048828125,1964.9100341796875,1950.550048828125,1962.449951171875,109329200.0
2004-10-19,1970.22998046875,1970.22998046875,1970.22998046875,1958.239990234375,1962.219970703125,128168400.0
2004-10-20,1953.0,1953.0,1972.780029296875,1953.0,1964.4000244140625,115805000.0
2004-10-21,1969.1800537109375,1969.1800537109375,1969.1800537109375,1958.0699462890625,1958.0699462890625,159069000.0
2004-10-22,1967.0699462890625,1967.0699462890625,1975.6300048828125,1932.1800537109375,1932.1800537109375,147545800.0
2004-10-25,1953.43994140625,1953.43994140625,1956.949951171875,1947.4200439453125,1950.0799560546875,82750000.0
2004-10-26,1957.4100341796875,1957.4100341796875,1962.949951171875,1949.0699462890625,1949.0699462890625,153693200.0
